EPCC_category,EPCC_name,EPCC_code,mild,moderate,severe
Acquired ventricular and ventricular septal abnormalities,"Postprocedural left ventricular outflow tract complication, Residual left ventricular outflow tract obstruction,",15.21.22,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Narrowing of constructed intraventricular tunnel: acquired,",10.16.81,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Subaortic stenosis: acquired,",10.16.86,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Subaortic stenosis: acquired, Subaortic stenosis in functionally univentricular heart: acquired,",10.16.82,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Subaortic stenosis: acquired, Residual subaortic stenosis in functionally univentricular heart,",15.20.75,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Subpulmonary stenosis: acquired,",10.16.88,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Subpulmonary stenosis: acquired, Subpulmonary stenosis in functionally univentricular heart: acquired,",10.16.83,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Subpulmonary stenosis: acquired, Residual subpulmonary stenosis in functionally univentricular heart,",15.20.76,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Abnormality associated with ventricular septum: acquired,",10.16.60,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Abnormality associated with ventricular septum: acquired, Postmyocardial infarct ventricular septal defect (VSD),",10.16.62,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Abnormality associated with ventricular septum: acquired, Residual ventricular septal defect (VSD),",15.22.02,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Myocarditis,",10.07.90,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Myocardial failure in end stage congenital heart disease,",10.07.40,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Cardiomyopathy,",10.10.01,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Cardiomyopathy, Ventricular myocardial noncompaction cardiomyopathy,",07.08.50,FALSE,TRUE,FALSE
Cardiomyopathy and heart muscle diseases,"Cardiomyopathy, Hypertrophic cardiomyopathy,",10.10.20,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Cardiomyopathy, Dilated cardiomyopathy,",10.10.25,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Cardiomyopathy, Arrhythmogenic right ventricular cardiomyopathy,",07.01.10,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Cardiomyopathy, Endocardial fibroelastosis,",10.10.12,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Cardiomyopathy, Restrictive cardiomyopathy,",10.10.10,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Cardiomyopathy, Restrictive cardiomyopathy, Idiopathic restrictive cardiomyopathy,",10.10.11,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Cardiomyopathy, Infiltrative cardiomyopathy,",10.10.13,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Drug induced heart muscle disease,",10.07.05,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Nutritional heart muscle disease,",10.07.61,FALSE,FALSE,FALSE
Cardiomyopathy and heart muscle diseases,"Heart muscle disease in collagen vascular/ connective tissue disorder,",10.07.81,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial disease: acquired,",10.13.50,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial disease: acquired, Right pulmonary arterial stenosis: acquired,",10.13.68,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial disease: acquired, Left pulmonary arterial stenosis: acquired,",10.13.69,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial disease: acquired, Postprocedural pulmonary trunk complication,",15.32.01,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial disease: acquired, Postprocedural right pulmonary artery complication,",15.32.21,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial disease: acquired, Postprocedural left pulmonary artery complication,",15.32.41,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial disease: acquired, Residual right pulmonary artery stenosis,",15.32.23,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial disease: acquired, Residual left pulmonary artery stenosis,",15.32.43,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial hypertension,",10.13.01,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial hypertension, Idiopathic (primary) pulmonary hypertension,",10.13.02,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial hypertension, Secondary pulmonary hypertension,",10.13.20,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary arterial hypertension, Secondary pulmonary hypertension, Pulmonary hypertension due to congenital systemic-to-pulmonary shunt,",10.13.21,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary vascular disease,",10.13.06,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary vascular disease, Irreversible pulmonary vascular disease due to congenital heart disease (Eisenmenger Syndrome),",10.13.08,FALSE,FALSE,TRUE
Acquired pulmonary arterial abnormalities,"Pulmonary embolism,",10.13.51,FALSE,FALSE,FALSE
Acquired pulmonary arterial abnormalities,"Pulmonary oedema,",10.30.30,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired,",10.14.70,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Supravalvar aortic stenosis: acquired,",10.14.77,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Recoarctation of aorta,",10.14.72,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Ascending aorta dilation: acquired,",10.14.40,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Ascending aortopathy associated with conotruncal malformations,",10.14.95,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Aortic root dilation,",09.16.13,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Aortic dissection,",10.14.51,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Aortic dissection, Ascending aorta dissection & propagation beyond arch (DeBakey type I),",10.14.52,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Aortic dissection, Ascending aorta dissection not beyond arch (DeBakey type II/ Stanford type A),",10.14.53,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Aortic dissection, Descending aorta dissection & distal propagation (DeBakey type III/ Stanford type B),",10.14.54,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Aortic aneurysm,",10.14.50,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Aortic aneurysm, Ascending aorta aneurysm,",10.14.42,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Aortic aneurysm, Descending aorta aneurysm,",10.14.43,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Aortic aneurysm, Abdominal aorta aneurysm,",10.14.44,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Aortic aneurysm, Rupture of thoracic aortic aneurysm,",10.14.45,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Aortic aneurysm, Rupture of abdominal aortic aneurysm,",10.14.46,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Postprocedural aortic complication,",15.37.73,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Postprocedural ascending aorta complication,",15.36.01,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Postprocedural descending aorta complication,",15.37.01,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Residual aortic coarctation,",15.37.05,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Postprocedural aneurysm of aorta at coarctation site,",15.37.07,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Abnormality of aorta: acquired, Postprocedural aortic aneurysm,",15.37.80,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Postprocedural systemic arterial complication,",15.24.00,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Paradoxical arterial embolus,",10.14.74,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Systemic arteritis,",10.14.60,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Kawasaki disease,",10.09.01,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Kawasaki disease, Kawasaki disease without cardiac involvement,",10.09.08,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Kawasaki disease, Kawasaki disease with aneurysm(s) or dilated coronary vessels,",10.09.02,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Acquired coronary arterial disease,",10.09.10,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Acquired coronary arterial disease, Ischaemic heart disease,",10.09.30,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Acquired coronary arterial disease, Myocardial infarction,",10.18.00,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Acquired coronary arterial disease, Myocardial infarction, Acute myocardial infarction,",10.18.01,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Acquired coronary arterial disease, Myocardial infarction, Postmyocardial infarction complication,",10.18.24,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Acquired coronary arterial disease, Postprocedural coronary arterial complication,",15.41.00,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Acquired coronary arterial disease, Postprocedural coronary artery bypass graft (CABG) complication,",15.41.39,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Systemic hypertension,",10.14.01,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Systemic hypertension, Primary (essential) systemic hypertension,",10.14.02,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Systemic hypertension, Secondary systemic hypertension,",10.14.00,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Systemic hypertension, Secondary systemic hypertension, Systemic hypertension due to aortic arch obstruction,",10.14.04,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Arterial duct (ductus arteriosus) abnormality: acquired,",10.14.80,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Arterial duct (ductus arteriosus) abnormality: acquired, Postprocedural arterial duct complication,",15.39.01,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Arterial duct (ductus arteriosus) abnormality: acquired, Residual arterial duct (PDA) patency,",15.39.02,FALSE,FALSE,FALSE
"Acquired systemic arterial, coronary and ductal abnormalities","Postprocedural systemic-to-pulmonary collateral artery complication,",15.39.50,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Cardiac conduit complication,",15.55.00,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Cardiac conduit complication, Cardiac conduit failure,",15.55.16,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Systemic-to-pulmonary arterial shunt complication,",15.56.00,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Systemic-to-pulmonary arterial shunt complication, Systemic-to-pulmonary arterial shunt partial obstruction,",15.56.01,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Systemic-to-pulmonary arterial shunt complication, Systemic-to-pulmonary arterial shunt complete obstruction,",15.56.02,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Systemic-to-pulmonary arterial shunt failure,",15.56.21,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Pulmonary autograft failure,",15.55.24,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Failed Fontan type circulation,",15.90.60,FALSE,FALSE,TRUE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Pericardial abnormality: acquired,",10.08.29,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Pericardial abnormality: acquired, Pericarditis,",10.08.00,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Pericardial abnormality: acquired, Pericarditis, Constrictive pericarditis,",10.08.09,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Pericardial abnormality: acquired, Pericardial effusion,",10.08.31,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Pericardial abnormality: acquired, Pericardial effusion, Chylopericardium,",10.08.15,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Pericardial abnormality: acquired, Pericardial effusion, Pericardial effusion requiring drainage,",15.83.00,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Pericardial abnormality: acquired, Pericardial effusion, Cardiac tamponade,",10.08.13,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Heart tumour,",10.03.01,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Traumatic injury of heart,",10.90.01,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Trauma: blunt,",10.90.41,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Trauma: penetrating,",10.90.42,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Complication after heart or lung transplant,",15.95.00,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Complication after heart or lung transplant, Heart muscle disease in cardiac rejection,",10.07.42,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Complication after heart or lung transplant, Cardiac transplant associated coronary allograft vasculopathy,",15.41.13,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Complication after heart or lung transplant, Lung disease in lung transplant rejection,",15.95.66,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Complication after heart or lung transplant, Post-lung transplant obliterative bronchiolitis,",15.95.64,FALSE,FALSE,FALSE
"Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","Complication after heart or lung transplant, Lymphoproliferative disease following transplantation,",15.95.03,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Electrocardiographic (ECG) abnormality,",11.20.00,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Arrhythmia,",11.00.00,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Cardiac arrest,",11.00.21,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Sinus bradycardia,",11.02.04,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Vagal sinus bradycardia: bradycardia(s) of prematurity,",11.02.15,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Sinus tachycardia,",11.02.07,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Sudden Arrhythmic Death Syndrome (SADS),",11.00.11,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Supraventricular rhythm disturbance,",11.01.01,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Supraventricular rhythm disturbance, Supraventricular tachycardia,",11.01.00,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Supraventricular rhythm disturbance, Ectopic atrial tachycardia,",11.03.12,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Supraventricular rhythm disturbance, Multifocal atrial tachycardia (chaotic),",11.03.15,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Supraventricular rhythm disturbance, Premature atrial beats (complexes-contractions),",11.03.21,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Macroreentrant atrial tachycardia (including atrial flutter),",11.03.13,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Macroreentrant atrial tachycardia (including atrial flutter), Cavotricuspid isthmus dependent reentry atrial tachycardia: atrial flutter,",11.03.66,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Macroreentrant atrial tachycardia (including atrial flutter), Non-cavotricuspid isthmus dependent atrial tachycardia,",11.03.67,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Macroreentrant atrial tachycardia (including atrial flutter), Atrial flutter,",11.03.07,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Macroreentrant atrial tachycardia (including atrial flutter), Atrial fibrillation,",11.03.08,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Macroreentrant atrial tachycardia (including atrial flutter), Paroxysmal atrial tachycardia,",11.03.05,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Rhythm disturbance at level of AV junction,",11.04.00,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Rhythm disturbance at level of AV junction, Atrioventricular junctional (nodal) tachycardia,",11.04.07,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Rhythm disturbance at level of AV junction, Atrioventricular nodal reentry tachycardia (AVNRT),",11.04.11,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Rhythm disturbance at level of AV junction, Junctional ectopic tachycardia (His bundle),",11.04.42,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"AV reciprocating (reentry) tachycardia (accessory pathway mediated),",11.07.29,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"AV reciprocating (reentry) tachycardia (accessory pathway mediated), Manifest accessory pathway,",11.07.11,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"AV reciprocating (reentry) tachycardia (accessory pathway mediated), AV reciprocating (reentry) tachycardia: manifest preexcitation in sinus rhythm (Wolff Parkinson White),",11.07.01,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"AV reciprocating (reentry) tachycardia (accessory pathway mediated), Accessory pathway: retrograde conduction only (concealed: no preexcitation sinus rhythm),",11.07.06,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"AV reciprocating (reentry) tachycardia (accessory pathway mediated), AV reciprocating (reentry) tachycardia: orthodromic,",11.07.22,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"AV reciprocating (reentry) tachycardia (accessory pathway mediated), AV reentry (reciprocating) tachycardia: antidromic (typically wide QRS),",11.07.23,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"AV reciprocating (reentry) tachycardia (accessory pathway mediated), AV reentry (reciprocating) tachycardia: orthodromic & antidromic,",11.07.28,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"AV reciprocating (reentry) tachycardia (accessory pathway mediated), Permanent junctional reciprocating tachycardia (PJRT),",11.07.14,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"AV reciprocating (reentry) tachycardia (accessory pathway mediated), Multiple accessory pathways,",11.07.26,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ventricular rhythm disturbance,",11.05.00,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ventricular tachycardia,",11.05.06,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ventricular tachycardia, Non-sustained ventricular tachycardia,",11.05.50,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ventricular tachycardia, Macroreentrant ventricular tachycardia,",11.05.57,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ventricular tachycardia, Idiopathic fascicular ventricular tachycardia,",11.05.84,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ventricular tachycardia, Focal ventricular tachycardia,",11.05.56,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ventricular tachycardia, Ventricular flutter,",11.05.09,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ventricular tachycardia, Ventricular fibrillation,",11.05.10,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ventricular tachycardia, Premature ventricular beats (complexes-contractions),",11.05.21,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Conduction disturbance,",11.06.00,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Conduction disturbance, Sinoatrial block,",11.06.01,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Conduction disturbance, Sinus node dysfunction (including sick sinus),",11.02.03,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Conduction disturbance, 1st degree atrioventricular block,",11.06.02,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Conduction disturbance, 2nd degree atrioventricular block,",11.06.03,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Conduction disturbance, Complete atrioventricular block (3rd degree),",11.06.07,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Conduction disturbance, Complete atrioventricular block (3rd degree), Congenital complete heart block,",11.06.16,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Conduction disturbance, Complete atrioventricular block (3rd degree), Acquired complete atrioventricular block,",11.06.10,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Conduction disturbance, Complete right bundle branch block,",11.06.23,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Conduction disturbance, Complete left bundle branch block,",11.06.24,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Morphological abnormality of conduction system,",11.23.00,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ion channelopathy,",11.12.00,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ion channelopathy, Prolonged QT interval,",11.12.01,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ion channelopathy, Long QT syndrome,",11.12.29,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ion channelopathy, Catecholaminergic polymorphic ventricular tachycardia,",11.05.17,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Ion channelopathy, Brugada syndrome,",11.05.44,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Complication following arrhythmia related procedure,",15.51.00,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Pacemaker dysfunction-complication,,",11.11.01,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Pacemaker dysfunction-complication,, Pacemaker battery exhaustion: end of life (EOL),",11.11.03,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Pacemaker dysfunction-complication,, Pacemaker-Implantable cardioverter & defibrillator (ICD) loss of capture,",11.11.17,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Pacemaker dysfunction-complication,, Pacemaker dysfunction-complication necessitating replacement,",11.11.00,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Pacemaker dysfunction-complication,, Pacemaker (atrioventricular dyssynchrony) syndrome,",11.11.21,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Pacemaker-implantable cardioverter & defibrillator (ICD) lead dysfunction-complication,",11.11.40,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Pacemaker generator site local complication,",11.11.59,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Insertable electrocardiographic (ECG) loop recorder complication,",11.11.80,FALSE,FALSE,FALSE
Diagnostic codes for rhythm and conduction disturbances,"Implantable cardioverter & defibrillator (ICD) dysfunction-complication,",11.11.60,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Tracheobronchial malacia,",14.03.49,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Tracheal stenosis,",16.10.01,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Tracheal disease,",16.10.09,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Thoracic outlet syndrome,",16.12.08,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Lung disease,",16.03.05,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Lung disease: benign,",16.03.01,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Lung disease: malignant,",16.03.21,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Airway disease,",16.09.00,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Asthma,",16.03.10,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Lower respiratory tract infection,",16.03.02,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Traumatic injury of tracheobronchial tree or lungs,",10.90.24,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Acquired bronchial disease,",16.08.00,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Bronchial fistula,",16.02.00,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Respiratory failure,",16.30.01,FALSE,FALSE,FALSE
Diagnostic codes for lung and thoracic disease,"Pneumothorax,",16.01.01,FALSE,FALSE,FALSE
